"initial_alias","converted_alias","name","description","namespace"
"213071_AT","ENSG00000285622","None","novel transcript","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"207977_S_AT","ENSG00000143196","DPT","dermatopontin [Source:HGNC Symbol;Acc:HGNC:3011]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"207977_S_AT","ENSG00000285622","None","novel transcript","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"204597_X_AT","ENSG00000159167","STC1","stanniocalcin 1 [Source:HGNC Symbol;Acc:HGNC:11373]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"204595_S_AT","ENSG00000159167","STC1","stanniocalcin 1 [Source:HGNC Symbol;Acc:HGNC:11373]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"204596_S_AT","ENSG00000159167","STC1","stanniocalcin 1 [Source:HGNC Symbol;Acc:HGNC:11373]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"213711_AT","ENSG00000205426","KRT81","keratin 81 [Source:HGNC Symbol;Acc:HGNC:6458]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"204475_AT","ENSG00000196611","MMP1","matrix metallopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:7155]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"219697_AT","ENSG00000122254","HS3ST2","heparan sulfate-glucosamine 3-sulfotransferase 2 [Source:HGNC Symbol;Acc:HGNC:5195]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"240306_AT","ENSG00000071282","LMCD1","LIM and cysteine rich domains 1 [Source:HGNC Symbol;Acc:HGNC:6633]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"220244_AT","ENSG00000071282","LMCD1","LIM and cysteine rich domains 1 [Source:HGNC Symbol;Acc:HGNC:6633]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"218574_S_AT","ENSG00000071282","LMCD1","LIM and cysteine rich domains 1 [Source:HGNC Symbol;Acc:HGNC:6633]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"201825_S_AT","ENSG00000143653","SCCPDH","saccharopine dehydrogenase (putative) [Source:HGNC Symbol;Acc:HGNC:24275]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"201826_S_AT","ENSG00000143653","SCCPDH","saccharopine dehydrogenase (putative) [Source:HGNC Symbol;Acc:HGNC:24275]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"218211_S_AT","ENSG00000115648","MLPH","melanophilin [Source:HGNC Symbol;Acc:HGNC:29643]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"223690_AT","ENSG00000119681","LTBP2","latent transforming growth factor beta binding protein 2 [Source:HGNC Symbol;Acc:HGNC:6715]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"204682_AT","ENSG00000119681","LTBP2","latent transforming growth factor beta binding protein 2 [Source:HGNC Symbol;Acc:HGNC:6715]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"210987_X_AT","ENSG00000140416","TPM1","tropomyosin 1 [Source:HGNC Symbol;Acc:HGNC:12010]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"210986_S_AT","ENSG00000140416","TPM1","tropomyosin 1 [Source:HGNC Symbol;Acc:HGNC:12010]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"206117_AT","ENSG00000140416","TPM1","tropomyosin 1 [Source:HGNC Symbol;Acc:HGNC:12010]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"1558532_AT","ENSG00000140416","TPM1","tropomyosin 1 [Source:HGNC Symbol;Acc:HGNC:12010]","AFFY_HG_U133_PLUS_2"
"206116_S_AT","ENSG00000140416","TPM1","tropomyosin 1 [Source:HGNC Symbol;Acc:HGNC:12010]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"227561_AT","ENSG00000162733","DDR2","discoidin domain receptor tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:2731]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"235631_AT","ENSG00000162733","DDR2","discoidin domain receptor tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:2731]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"225442_AT","ENSG00000162733","DDR2","discoidin domain receptor tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:2731]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"205168_AT","ENSG00000162733","DDR2","discoidin domain receptor tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:2731]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"244075_AT","ENSG00000162733","DDR2","discoidin domain receptor tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:2731]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"244075_AT","ENSG00000283930","PLD5P1","PLD5 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:55072]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"213169_AT","ENSG00000112902","SEMA5A","semaphorin 5A [Source:HGNC Symbol;Acc:HGNC:10736]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"229427_AT","ENSG00000112902","SEMA5A","semaphorin 5A [Source:HGNC Symbol;Acc:HGNC:10736]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"205405_AT","ENSG00000112902","SEMA5A","semaphorin 5A [Source:HGNC Symbol;Acc:HGNC:10736]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"209651_AT","ENSG00000140682","TGFB1I1","transforming growth factor beta 1 induced transcript 1 [Source:HGNC Symbol;Acc:HGNC:11767]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"242686_AT","ENSG00000133121","STARD13","StAR related lipid transfer domain containing 13 [Source:HGNC Symbol;Acc:HGNC:19164]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"213103_AT","ENSG00000133121","STARD13","StAR related lipid transfer domain containing 13 [Source:HGNC Symbol;Acc:HGNC:19164]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"202008_S_AT","ENSG00000116962","NID1","nidogen 1 [Source:HGNC Symbol;Acc:HGNC:7821]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"202007_AT","ENSG00000116962","NID1","nidogen 1 [Source:HGNC Symbol;Acc:HGNC:7821]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"219501_AT","ENSG00000120658","ENOX1","ecto-NOX disulfide-thiol exchanger 1 [Source:HGNC Symbol;Acc:HGNC:25474]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"208782_AT","ENSG00000163430","FSTL1","follistatin like 1 [Source:HGNC Symbol;Acc:HGNC:3972]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"208782_AT","ENSG00000284121","MIR198","microRNA 198 [Source:HGNC Symbol;Acc:HGNC:31570]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"230744_AT","ENSG00000163430","FSTL1","follistatin like 1 [Source:HGNC Symbol;Acc:HGNC:3972]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"240891_AT","ENSG00000163430","FSTL1","follistatin like 1 [Source:HGNC Symbol;Acc:HGNC:3972]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"201426_S_AT","ENSG00000026025","VIM","vimentin [Source:HGNC Symbol;Acc:HGNC:12692]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"203434_S_AT","ENSG00000196549","MME","membrane metalloendopeptidase [Source:HGNC Symbol;Acc:HGNC:7154]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"203435_S_AT","ENSG00000196549","MME","membrane metalloendopeptidase [Source:HGNC Symbol;Acc:HGNC:7154]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"212419_AT","ENSG00000165424","ZCCHC24","zinc finger CCHC-type containing 24 [Source:HGNC Symbol;Acc:HGNC:26911]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"212423_AT","ENSG00000165424","ZCCHC24","zinc finger CCHC-type containing 24 [Source:HGNC Symbol;Acc:HGNC:26911]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"204393_S_AT","ENSG00000014257","ACP3","acid phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:125]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"237030_AT","ENSG00000014257","ACP3","acid phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:125]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"228241_AT","ENSG00000173467","AGR3","anterior gradient 3, protein disulphide isomerase family member [Source:HGNC Symbol;Acc:HGNC:24167]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"204941_S_AT","ENSG00000132746","ALDH3B2","aldehyde dehydrogenase 3 family member B2 [Source:HGNC Symbol;Acc:HGNC:411]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"204942_S_AT","ENSG00000132746","ALDH3B2","aldehyde dehydrogenase 3 family member B2 [Source:HGNC Symbol;Acc:HGNC:411]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"206385_S_AT","ENSG00000151150","ANK3","ankyrin 3 [Source:HGNC Symbol;Acc:HGNC:494]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"238786_AT","ENSG00000151150","ANK3","ankyrin 3 [Source:HGNC Symbol;Acc:HGNC:494]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"207950_S_AT","ENSG00000151150","ANK3","ankyrin 3 [Source:HGNC Symbol;Acc:HGNC:494]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"209442_X_AT","ENSG00000151150","ANK3","ankyrin 3 [Source:HGNC Symbol;Acc:HGNC:494]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"239196_AT","ENSG00000152766","ANKRD22","ankyrin repeat domain 22 [Source:HGNC Symbol;Acc:HGNC:28321]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"238439_AT","ENSG00000152766","ANKRD22","ankyrin repeat domain 22 [Source:HGNC Symbol;Acc:HGNC:28321]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"211712_S_AT","ENSG00000143412","ANXA9","annexin A9 [Source:HGNC Symbol;Acc:HGNC:547]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"210085_S_AT","ENSG00000143412","ANXA9","annexin A9 [Source:HGNC Symbol;Acc:HGNC:547]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"65517_AT","ENSG00000129354","AP1M2","adaptor related protein complex 1 subunit mu 2 [Source:HGNC Symbol;Acc:HGNC:558]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2,AFFY_HG_U95C"
"218261_AT","ENSG00000129354","AP1M2","adaptor related protein complex 1 subunit mu 2 [Source:HGNC Symbol;Acc:HGNC:558]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"39248_AT","ENSG00000165272","AQP3","aquaporin 3 (Gill blood group) [Source:HGNC Symbol;Acc:HGNC:636]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2,AFFY_HG_U95A,AFFY_HG_U95AV2"
"39249_AT","ENSG00000165272","AQP3","aquaporin 3 (Gill blood group) [Source:HGNC Symbol;Acc:HGNC:636]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2,AFFY_HG_U95A,AFFY_HG_U95AV2"
"203747_AT","ENSG00000165272","AQP3","aquaporin 3 (Gill blood group) [Source:HGNC Symbol;Acc:HGNC:636]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"37117_AT","ENSG00000241484","ARHGAP8","Rho GTPase activating protein 8 [Source:HGNC Symbol;Acc:HGNC:677]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2,AFFY_HG_U95A,AFFY_HG_U95AV2"
"37117_AT","ENSG00000248405","PRR5-ARHGAP8","PRR5-ARHGAP8 readthrough [Source:HGNC Symbol;Acc:HGNC:34512]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2,AFFY_HG_U95A,AFFY_HG_U95AV2"
"205980_S_AT","ENSG00000241484","ARHGAP8","Rho GTPase activating protein 8 [Source:HGNC Symbol;Acc:HGNC:677]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"205980_S_AT","ENSG00000248405","PRR5-ARHGAP8","PRR5-ARHGAP8 readthrough [Source:HGNC Symbol;Acc:HGNC:34512]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"232567_AT","ENSG00000241484","ARHGAP8","Rho GTPase activating protein 8 [Source:HGNC Symbol;Acc:HGNC:677]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"1555162_AT","ENSG00000241484","ARHGAP8","Rho GTPase activating protein 8 [Source:HGNC Symbol;Acc:HGNC:677]","AFFY_HG_U133_PLUS_2"
"1555162_AT","ENSG00000248405","PRR5-ARHGAP8","PRR5-ARHGAP8 readthrough [Source:HGNC Symbol;Acc:HGNC:34512]","AFFY_HG_U133_PLUS_2"
"1555812_A_AT","ENSG00000111348","ARHGDIB","Rho GDP dissociation inhibitor beta [Source:HGNC Symbol;Acc:HGNC:679]","AFFY_HG_U133_PLUS_2"
"201288_AT","ENSG00000111348","ARHGDIB","Rho GDP dissociation inhibitor beta [Source:HGNC Symbol;Acc:HGNC:679]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"206043_S_AT","ENSG00000064270","ATP2C2","ATPase secretory pathway Ca2+ transporting 2 [Source:HGNC Symbol;Acc:HGNC:29103]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"214798_AT","ENSG00000064270","ATP2C2","ATPase secretory pathway Ca2+ transporting 2 [Source:HGNC Symbol;Acc:HGNC:29103]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"204856_AT","ENSG00000179913","B3GNT3","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:13528]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"207655_S_AT","ENSG00000095585","BLNK","B cell linker [Source:HGNC Symbol;Acc:HGNC:14211]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"218792_S_AT","ENSG00000119411","BSPRY","B-box and SPRY domain containing [Source:HGNC Symbol;Acc:HGNC:18232]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"222746_S_AT","ENSG00000119411","BSPRY","B-box and SPRY domain containing [Source:HGNC Symbol;Acc:HGNC:18232]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"238805_AT","ENSG00000149300","C11orf52","chromosome 11 open reading frame 52 [Source:HGNC Symbol;Acc:HGNC:30531]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"238805_AT","ENSG00000254445","HSPB2-C11orf52","HSPB2-C11orf52 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:41996]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"219010_AT","ENSG00000163362","INAVA","innate immunity activator [Source:HGNC Symbol;Acc:HGNC:25599]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"1554246_AT","ENSG00000253313","C1orf210","chromosome 1 open reading frame 210 [Source:HGNC Symbol;Acc:HGNC:28755]","AFFY_HG_U133_PLUS_2"
"235095_AT","ENSG00000162069","BICDL2","BICD family like cargo adaptor 2 [Source:HGNC Symbol;Acc:HGNC:33584]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"201884_AT","ENSG00000105388","CEACAM5","CEA cell adhesion molecule 5 [Source:HGNC Symbol;Acc:HGNC:1817]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"203757_S_AT","ENSG00000086548","CEACAM6","CEA cell adhesion molecule 6 [Source:HGNC Symbol;Acc:HGNC:1818]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"211657_AT","ENSG00000086548","CEACAM6","CEA cell adhesion molecule 6 [Source:HGNC Symbol;Acc:HGNC:1818]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"223232_S_AT","ENSG00000143375","CGN","cingulin [Source:HGNC Symbol;Acc:HGNC:17429]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"223233_S_AT","ENSG00000143375","CGN","cingulin [Source:HGNC Symbol;Acc:HGNC:17429]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"201428_AT","ENSG00000189143","CLDN4","claudin 4 [Source:HGNC Symbol;Acc:HGNC:2046]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"1569421_AT","ENSG00000189143","CLDN4","claudin 4 [Source:HGNC Symbol;Acc:HGNC:2046]","AFFY_HG_U133_PLUS_2"
"202790_AT","ENSG00000181885","CLDN7","claudin 7 [Source:HGNC Symbol;Acc:HGNC:2049]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"204740_AT","ENSG00000142675","CNKSR1","connector enhancer of kinase suppressor of Ras 1 [Source:HGNC Symbol;Acc:HGNC:19700]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"219301_S_AT","ENSG00000174469","CNTNAP2","contactin associated protein 2 [Source:HGNC Symbol;Acc:HGNC:13830]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"219300_S_AT","ENSG00000174469","CNTNAP2","contactin associated protein 2 [Source:HGNC Symbol;Acc:HGNC:13830]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"215145_S_AT","ENSG00000174469","CNTNAP2","contactin associated protein 2 [Source:HGNC Symbol;Acc:HGNC:13830]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"219302_S_AT","ENSG00000174469","CNTNAP2","contactin associated protein 2 [Source:HGNC Symbol;Acc:HGNC:13830]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"215549_X_AT","ENSG00000236761","CTAGE9","CTAGE family member 9 [Source:HGNC Symbol;Acc:HGNC:37275]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"215549_X_AT","ENSG00000288784","CTAGE4","CTAGE family member 4 [Source:HGNC Symbol;Acc:HGNC:24772]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"215549_X_AT","ENSG00000289604","CTAGE8","CTAGE family member 8 [Source:HGNC Symbol;Acc:HGNC:37294]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"214355_X_AT","ENSG00000236761","CTAGE9","CTAGE family member 9 [Source:HGNC Symbol;Acc:HGNC:37275]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"214355_X_AT","ENSG00000271079","CTAGE15","CTAGE family member 15 [Source:HGNC Symbol;Acc:HGNC:37295]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"214355_X_AT","ENSG00000271321","CTAGE6","CTAGE family member 6 [Source:HGNC Symbol;Acc:HGNC:28644]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"214355_X_AT","ENSG00000288784","CTAGE4","CTAGE family member 4 [Source:HGNC Symbol;Acc:HGNC:24772]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"214355_X_AT","ENSG00000289604","CTAGE8","CTAGE family member 8 [Source:HGNC Symbol;Acc:HGNC:37294]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"222858_S_AT","ENSG00000070190","DAPP1","dual adaptor of phosphotyrosine and 3-phosphoinositides 1 [Source:HGNC Symbol;Acc:HGNC:16500]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"222859_S_AT","ENSG00000070190","DAPP1","dual adaptor of phosphotyrosine and 3-phosphoinositides 1 [Source:HGNC Symbol;Acc:HGNC:16500]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"236707_AT","ENSG00000070190","DAPP1","dual adaptor of phosphotyrosine and 3-phosphoinositides 1 [Source:HGNC Symbol;Acc:HGNC:16500]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"219290_X_AT","ENSG00000070190","DAPP1","dual adaptor of phosphotyrosine and 3-phosphoinositides 1 [Source:HGNC Symbol;Acc:HGNC:16500]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"221081_S_AT","ENSG00000162777","DENND2D","DENN domain containing 2D [Source:HGNC Symbol;Acc:HGNC:26192]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"235986_AT","ENSG00000162777","DENND2D","DENN domain containing 2D [Source:HGNC Symbol;Acc:HGNC:26192]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"226926_AT","ENSG00000161249","DMKN","dermokine [Source:HGNC Symbol;Acc:HGNC:25063]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"231033_AT","ENSG00000134755","DSC2","desmocollin 2 [Source:HGNC Symbol;Acc:HGNC:3036]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"204751_X_AT","ENSG00000134755","DSC2","desmocollin 2 [Source:HGNC Symbol;Acc:HGNC:3036]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"204750_S_AT","ENSG00000134755","DSC2","desmocollin 2 [Source:HGNC Symbol;Acc:HGNC:3036]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"226817_AT","ENSG00000134755","DSC2","desmocollin 2 [Source:HGNC Symbol;Acc:HGNC:3036]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"200606_AT","ENSG00000096696","DSP","desmoplakin [Source:HGNC Symbol;Acc:HGNC:3052]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"232361_S_AT","ENSG00000135373","EHF","ETS homologous factor [Source:HGNC Symbol;Acc:HGNC:3246]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"232360_AT","ENSG00000135373","EHF","ETS homologous factor [Source:HGNC Symbol;Acc:HGNC:3246]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"222932_AT","ENSG00000135373","EHF","ETS homologous factor [Source:HGNC Symbol;Acc:HGNC:3246]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"219850_S_AT","ENSG00000135373","EHF","ETS homologous factor [Source:HGNC Symbol;Acc:HGNC:3246]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"224189_X_AT","ENSG00000135373","EHF","ETS homologous factor [Source:HGNC Symbol;Acc:HGNC:3246]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"225645_AT","ENSG00000135373","EHF","ETS homologous factor [Source:HGNC Symbol;Acc:HGNC:3246]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"210827_S_AT","ENSG00000163435","ELF3","E74 like ETS transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:3318]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"210827_S_AT","ENSG00000249007","None","novel transcript","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"229842_AT","ENSG00000163435","ELF3","E74 like ETS transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:3318]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"201510_AT","ENSG00000163435","ELF3","E74 like ETS transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:3318]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"201510_AT","ENSG00000249007","None","novel transcript","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"201003_X_AT","ENSG00000163435","ELF3","E74 like ETS transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:3318]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"201003_X_AT","ENSG00000176393","RNPEP","arginyl aminopeptidase [Source:HGNC Symbol;Acc:HGNC:10078]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"208270_S_AT","ENSG00000163435","ELF3","E74 like ETS transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:3318]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"208270_S_AT","ENSG00000176393","RNPEP","arginyl aminopeptidase [Source:HGNC Symbol;Acc:HGNC:10078]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
